Pfam,Protein (Uniprot ID),Description,Most similar Binding-compound Tanimoto Similarity,Domain-binding similar ligands
PF00001,Q8NGY6,OR6N2_HUMAN Olfactory receptor 6N2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NDL8,O6C68_HUMAN Olfactory receptor 6C68 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9Y4A9,O10H1_HUMAN Olfactory receptor 10H1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A0A2R8YEH3,A0A2R8YEH3_HUMAN Olfactory receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NCV1,O6C74_HUMAN Olfactory receptor 6C74 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P47888,OR3A3_HUMAN Olfactory receptor 3A3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P51686,CCR9_HUMAN C-C chemokine receptor type 9 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGF6,O10W1_HUMAN Olfactory receptor 10W1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGY7,O10J6_HUMAN Putative olfactory receptor 10J6 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH59,O51Q1_HUMAN Olfactory receptor 51Q1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9NYM4,GPR83_HUMAN G-protein coupled receptor 83 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGG1,OR8J2_HUMAN Olfactory receptor 8J2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH53,O52N1_HUMAN Olfactory receptor 52N1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9H339,O51B5_HUMAN Olfactory receptor 51B5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P47883,OR3A4_HUMAN Putative olfactory receptor 3A4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGG6,OR8BC_HUMAN Olfactory receptor 8B12 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGS8,O13C5_HUMAN Olfactory receptor 13C5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGU4,OR2I1_HUMAN Putative olfactory receptor 2I1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGZ3,O13G1_HUMAN Olfactory receptor 13G1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9GZK6,OR2J1_HUMAN Olfactory receptor 2J1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9H207,O10A5_HUMAN Olfactory receptor 10A5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH93,OR1L3_HUMAN Olfactory receptor 1L3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q13304,GPR17_HUMAN Uracil nucleotide/cysteinyl leukotriene receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q6IF36,O8G2P_HUMAN Putative olfactory receptor 8G2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGV5,O13D1_HUMAN Olfactory receptor 13D1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q92633,LPAR1_HUMAN Lysophosphatidic acid receptor 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q99788,CML1_HUMAN Chemerin-like receptor 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9P1P5,TAAR2_HUMAN Trace amine-associated receptor 2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P43088,PF2R_HUMAN Prostaglandin F2-alpha receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P50052,AGTR2_HUMAN Type-2 angiotensin II receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGS1,OR1J4_HUMAN Olfactory receptor 1J4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH19,O10AG_HUMAN Olfactory receptor 10AG1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q99677,LPAR4_HUMAN Lysophosphatidic acid receptor 4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9BPV8,P2Y13_HUMAN P2Y purinoceptor 13 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGP2,OR8J1_HUMAN Olfactory receptor 8J1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NG92,O13H1_HUMAN Olfactory receptor 13H1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGE2,O2AP1_HUMAN Olfactory receptor 2AP1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH08,O10AC_HUMAN Olfactory receptor 10AC1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O95977,S1PR4_HUMAN Sphingosine 1-phosphate receptor 4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH55,O52E5_HUMAN Olfactory receptor 52E5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P30954,O10J1_HUMAN Olfactory receptor 10J1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NG84,O2AK2_HUMAN Olfactory receptor 2AK2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NG94,O11H1_HUMAN Olfactory receptor 11H1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGE0,O10AD_HUMAN Olfactory receptor 10AD1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGH7,O52L1_HUMAN Olfactory receptor 52L1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O14842,FFAR1_HUMAN Free fatty acid receptor 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P0DQD5,NPY42_HUMAN Neuropeptide Y receptor type 4-2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P34972,CNR2_HUMAN Cannabinoid receptor 2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P41145,OPRK_HUMAN Kappa-type opioid receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGA5,O10H4_HUMAN Olfactory receptor 10H4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q99679,GPR21_HUMAN Probable G-protein coupled receptor 21 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P51582,P2RY4_HUMAN P2Y purinoceptor 4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P58170,OR1D5_HUMAN Olfactory receptor 1D5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGE7,OR9K2_HUMAN Olfactory receptor 9K2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9Y3N9,OR2W1_HUMAN Olfactory receptor 2W1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NJZ3,O6C65_HUMAN Olfactory receptor 6C65 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O15529,GPR42_HUMAN G-protein coupled receptor 42 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q15612,OR1Q1_HUMAN Olfactory receptor 1Q1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH57,O52P1_HUMAN Olfactory receptor 52P1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q99500,S1PR3_HUMAN Sphingosine 1-phosphate receptor 3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NFC9,OR2W5_HUMAN Putative olfactory receptor 2W5 pseudogene ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q16581,C3AR_HUMAN C3a anaphylatoxin chemotactic receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9HB89,NMUR1_HUMAN Neuromedin-U receptor 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9Y5Y3,GPR45_HUMAN Probable G-protein coupled receptor 45 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NF89,OR6C6_HUMAN Olfactory receptor 6C6 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGJ1,OR4D6_HUMAN Olfactory receptor 4D6 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGY2,OR6K2_HUMAN Olfactory receptor 6K2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A3KFT3,OR2M5_HUMAN Olfactory receptor 2M5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P30559,OXYR_HUMAN Oxytocin receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NG78,OR8G5_HUMAN Olfactory receptor 8G5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGC0,O5AU1_HUMAN Olfactory receptor 5AU1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8TDV0,GP151_HUMAN G-protein coupled receptor 151 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96R84,OR1F2_HUMAN Putative olfactory receptor 1F2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P07550,ADRB2_HUMAN Beta-2 adrenergic receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q86SM8,MRGRE_HUMAN Mas-related G-protein coupled receptor member E ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH03,OR2T3_HUMAN Olfactory receptor 2T3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96P67,GPR82_HUMAN Probable G-protein coupled receptor 82 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q5JRS4,O10J3_HUMAN Olfactory receptor 10J3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q6IF82,O4A47_HUMAN Olfactory receptor 4A47 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O60431,OR1I1_HUMAN Olfactory receptor 1I1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH10,OR8U1_HUMAN Olfactory receptor 8U1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9NQN1,OR2S1_HUMAN Olfactory receptor 2S2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9P1Q5,OR1A1_HUMAN Olfactory receptor 1A1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O95222,OR6A2_HUMAN Olfactory receptor 6A2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P0C646,O52Z1_HUMAN Olfactory receptor 52Z1P ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P34982,OR1D2_HUMAN Olfactory receptor 1D2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P58180,OR4D2_HUMAN Olfactory receptor 4D2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH16,OR2L2_HUMAN Olfactory receptor 2L2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P25105,PTAFR_HUMAN Platelet-activating factor receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGC3,O10G2_HUMAN Olfactory receptor 10G2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH01,O2T11_HUMAN Olfactory receptor 2T11 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96LA9,MRGX4_HUMAN Mas-related G-protein coupled receptor member X4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NMZ5,O4C45_HUMAN Olfactory receptor 4C45 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P22888,LSHR_HUMAN Lutropin-choriogonadotropic hormone receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96RD1,OR6C1_HUMAN Olfactory receptor 6C1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
